ResID;Chinese_Simplified;Chinese_Traditional;Japanese;Korean;English;French;German;Italian;Dutch;Portuguese;Spanish;Swedish;Czech;Danish;Polish;Russian;Turkey;Hebrew;Thai;Hungarian;Romanian;Arabic
m213;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3
m214;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
m215;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms
m216;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms
m217;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms
m218;单拍;ถ่ายเดี่ยว;Chụp đơn;단 찍;Single shot;Taper à;单拍;单拍;单拍;单拍;单拍;单拍;单拍;单拍;单拍;один выстрел ;单拍;单拍;单拍;单拍;单拍;单拍
m219;2秒定时;เวลา 2 seconds;Trễ 2 giây;2 초 정시;2s Delay;2s;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时; 2 секунды  сроки ;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时
m220;5秒定时;เวลา 5 seconds;Trễ 5 giây;5 초 정시;5s Delay;5s;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时; 5 секунд  сроки ;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时
m221;10秒定时;เวลา 10 seconds;Trễ 10 giây;10 초 정시;10s Delay;10s;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时; 10  секунд  сроки;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时
m222;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
m223;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese
m224;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480
m225;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960
m226;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080;2M 1920x1080
m227;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536;3M 2048x1536
m228;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944;5M 2592x1944
m229;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448;8M 3264x2448
m230;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736;10M 3648x2736
m231;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024
m232;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京
m233;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁
m234;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川
m235;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪
m236;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津
m237;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙
m238;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝
m239;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘;湘
m240;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤;粤
m241;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫;豫
m242;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵;贵
m243;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣;赣
m244;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽;辽
m245;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁;鲁
m246;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑;黑
m247;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新;新
m248;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏;苏
m249;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏;藏
m250;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽;闽
m251;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋;晋
m252;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼;琼
m253;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀;冀
m254;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉;吉
m255;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂;桂
m256;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘;甘
m257;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖;皖
m258;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙;蒙
m259;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂;鄂
m260;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕;陕
m261;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青;青
m262;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云;云
m263;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
m264;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B
m265;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
m266;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
m267;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E
m268;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
m269;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
m270;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
m271;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
m272;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J
m273;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K
m274;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L;L
m275;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
m276;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
m277;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
m278;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P
m279;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
m280;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R
m281;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S
m282;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T
m283;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U
m284;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V
m285;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W
m286;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
m287;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
m288;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
m289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m290;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
m291;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
m292;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
m293;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
m294;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
m295;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
m296;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
m297;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
m298;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
m299;格式化失败！;การฟอร์แมตล้มเหลว ! ;Không định dạng được!;범죄수사 드라마 csi 실패!;Formatting failed!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Ошибка форматирования  ! ;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!;Proposer un échec!
m300;文件被锁;ไฟล์ถูกล็อค;Đã khóa tệp;문서 잠 겨;The file is locked;Documents ont été enfermés;The file is locked;The file is locked;The file is locked;The file is locked;The file is locked;The file is locked;The file is locked;The file is locked;The file is locked; файл был  замок;The file is locked;The file is locked;The file is locked;The file is locked;The file is locked;The file is locked
m301;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3;+3
m302;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3
m303;车道偏移;เปลี่ยนเลน;Sai làn;차도 위치;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Лэйн миграции ;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation;Lane deviation
m304;前照灯提醒;ไฟหน้าเตือน;Cảnh báo đèn pha;전조등 알림;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning; фар  напомнить ;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;Headlight warning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m305;10秒后关机;10 วินาทีหลังจากปิด;Tắt sau 10 giây;10초 후 꺼져;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds; 10  секунд после  остановки ;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;Shutdown after 10 seconds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m306;请移动到地平线;กรุณาย้ายไปที่ขอบฟ้า;Di chuyển tới cuối thẳng;이동 지평선;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon; Пожалуйста,  мобильных  до горизонта ;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;Move to the Horizon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m307;请移动到车头线;ตอนนี้โปรดย้ายไปยังด้านหน้าของบรรทัด;Di chuyển theo mũi xe;이동 기관차 라인;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose; Пожалуйста,  перейти на  передней  линии ;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;Move to the Car's Nose;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m308;经度00000.0000;经度00000.0001;经度00000.0002;经度00000.0003;经度00000.0004;经度00000.0005;经度00000.0006;经度00000.0007;经度00000.0008;经度00000.0009;经度00000.0010;经度00000.0011;经度00000.0012;经度0000.0013;经度00000.0014; долгота  00000.0000 ;经度00000.0016;经度00000.0017;经度00000.0018;经度00000.0019;经度00000.0020;经度00000.0021;经度00000.0022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m309;纬度0000.0000;纬度0000.0001;纬度0000.0002;纬度0000.0003;纬度0000.0004;纬度0000.0005;纬度0000.0006;纬度0000.0007;纬度0000.0008;纬度0000.0009;纬度0000.0010;纬度0000.0011;纬度0000.0012;纬度0000.0013;纬度0000.0014; широта  0000.0000 ;纬度0000.0016;纬度0000.0017;纬度0000.0018;纬度0000.0019;纬度0000.0020;纬度0000.0021;纬度0000.0022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m310;正比;正比;正比;正比;正比;正比;正比;正比;正比;正比;正比;正比;正比;正比;正比; пропорциональный;正比;正比;正比;正比;正比;正比;正比;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m311;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;РУсский;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
